Installed Asset Serial Number,Ticket Number,Title,Installed Asset,Status,Resources,Client,Total Hours Worked,Contract,Priority,Created,Due,Billed Hours,Classification,Queue,Role
GHYNLF3,T20220916.0010,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Waiting Pickup,,School District of Muskego-Norway,0.00,Muskego - ADP - Dell 3100,Low,09/16/2022 07:20 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
GYSQLF3,T20220916.0011,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Waiting Pickup,,School District of Muskego-Norway,0.00,Muskego - ADP - Dell 3100,Low,09/16/2022 07:20 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
1ZXSLF3,T20220916.0012,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Waiting Pickup,,School District of Muskego-Norway,0.00,Muskego - ADP - Dell 3100,Low,09/16/2022 07:20 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXHQEAA00102115C3F7600,T20220916.0013,Acer C871-C85K,Acer C871-C85K,Waiting Pickup,,School District of Wilmot,0.00,Wilmot - ADP - Acer C871-C85K,Low,09/16/2022 07:29 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
L7NXCV21411431D,T20220916.0014,Asus C214MA Chromebook,Asus C214MA Chromebook,Waiting Repair,,School District of Dolton 148,0.00,Dolton - ADP - Asus C214MA - $100,Low,09/16/2022 07:32 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
L7NXCV16U85330A,T20220916.0015,Asus C214MA Chromebook,Asus C214MA Chromebook,Waiting Repair,,School District of Dolton 148,0.00,Dolton - ADP - Asus C214MA - $100,Low,09/16/2022 07:32 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD1176P0K,T20220916.0016,HP 11MK G9 EE MTK8183 - 4GB/32GB - SD Reader,HP 11MK G9 EE MTK8183 - 4GB/32GB - SD Reader,Waiting Pickup,,School District of Bethalto 8,0.00,Bethalto - ADP - HP 11MK G9 EE,Low,09/16/2022 07:35 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8WAA003049173047611,T20220916.0017,Acer C733T-C962 N4020 - 4GB/32GB,Acer C733T-C962 N4020 - 4GB/32GB,Waiting Pickup,,Winnebago Lutheran Academy,0.00,WLA - ADP - Acer C733T,Low,09/16/2022 07:35 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2PDGHZ,T20220916.0018,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Waiting Pickup,,School District of Green Bay,0.00,Green Bay - ADP - Lenovo 300e Gen 2 N4020 - $100,Low,09/16/2022 07:37 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD10537Y9,T20220916.0019,HP 11 G8 EE N4020 - 4GB/32GB,HP 11 G8 EE N4020 - 4GB/32GB,Waiting Pickup,,School District of Homer 33C,0.00,Homer - ADP - HP 11 G8 EE,Low,09/16/2022 07:40 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD105JB51,T20220916.0020,HP 11 G8 EE N4020 - 4GB/32GB,HP 11 G8 EE N4020 - 4GB/32GB,Waiting Pickup,,School District of Homer 33C,0.00,Homer - ADP - HP 11 G8 EE,Low,09/16/2022 07:40 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD029FRHT,T20220916.0021,HP 11 G8 EE N4020 - 4GB/32GB,HP 11 G8 EE N4020 - 4GB/32GB,Waiting Pickup,,School District of Homer 33C,0.00,Homer - ADP - HP 11 G8 EE,Low,09/16/2022 07:40 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD105JB3S,T20220916.0022,HP 11 G8 EE N4020 - 4GB/32GB,HP 11 G8 EE N4020 - 4GB/32GB,Waiting Pickup,,School District of Homer 33C,0.00,Homer - ADP - HP 11 G8 EE,Low,09/16/2022 07:40 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD105D2LP,T20220916.0023,HP 11 G8 EE N4020 - 4GB/32GB,HP 11 G8 EE N4020 - 4GB/32GB,Waiting Pickup,,School District of Homer 33C,0.00,Homer - ADP - HP 11 G8 EE,Low,09/16/2022 07:40 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD1053N8Y,T20220916.0024,HP 11 G8 EE N4020 - 4GB/32GB,HP 11 G8 EE N4020 - 4GB/32GB,Waiting Pickup,,School District of Homer 33C,0.00,Homer - ADP - HP 11 G8 EE,Low,09/16/2022 07:40 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD105D611,T20220916.0025,HP 11 G8 EE N4020 - 4GB/32GB,HP 11 G8 EE N4020 - 4GB/32GB,Waiting Pickup,,School District of Homer 33C,0.00,Homer - ADP - HP 11 G8 EE,Low,09/16/2022 07:40 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8WAA0031191E67A7611,T20220916.0026,Acer C733T-C962 N4020 - 4GB/32GB,Acer C733T-C962 N4020 - 4GB/32GB,Waiting Pickup,,School District of Madison Metropolitan,0.00,Madison - ADP - Acer C733T - NO DED - SiS,Low,09/16/2022 07:40 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
MP1WY95Z,T20220916.0027,Lenovo 100e Gen 2 A4,Lenovo 100e Gen 2 A4,Waiting Pickup,,School District of Edgerton,0.00,Edgerton - ADP - Lenovo 100e G2,Low,09/16/2022 07:46 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF3QY1XR,T20220916.0028,Lenovo 500e Gen 3 N5100 - 4GB/32GB,Lenovo 500e Gen 3 N5100 - 4GB/32GB,Waiting Parts,"Schaefer, Joshua (primary)",School District of Salt Creek 48,0.25,Salt Creek - ADP - Lenovo 500e Gen 3 - $100,Low,09/16/2022 07:48 AM,09/30/2022 06:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHQEAA00102115C3A7600,T20220916.0029,Acer C871-C85K,Acer C871-C85K,Waiting Pickup,,School District of Wilmot,0.00,Wilmot - ADP - Acer C871-C85K,Low,09/16/2022 07:48 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
L7NXCV03424827B,T20220916.0030,Asus C204 EE N4000 - 4GB/32GB,Asus C204 EE N4000 - 4GB/32GB,Waiting Pickup,,School District of West Chicago 33,0.00,West Chicago 33 - ADP - Asus C204 EE N4000,Low,09/16/2022 07:49 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXHPWAA002110253927611,T20220916.0031,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Waiting Pickup,,School District of Lemont-Bromberek 113A,0.00,Lemont 113A - ADP - Acer R752T - $100,Low,09/16/2022 07:50 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
MP20PGL0,T20220916.0032,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera - No SD Reader,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera - No SD Reader,Waiting Pickup,,Winnebago Lutheran Academy,0.00,WLA - ADP - Lenovo 300e Gen 2 - $100,Low,09/16/2022 07:51 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXHPWAA00211025AB47611,T20220916.0033,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Waiting Pickup,,School District of Lemont-Bromberek 113A,0.00,Lemont 113A - ADP - Acer R752T - $100,Low,09/16/2022 07:51 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2P4J9D,T20220916.0034,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Waiting Pickup,,School District of Green Bay,0.00,Green Bay - ADP - Lenovo 300e Gen 2 N4020 - $100,Low,09/16/2022 07:52 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXHQEAA001052234197600,T20220916.0035,Acer C871-C85K,Acer C871-C85K,Waiting Pickup,,School District of Wilmot,0.00,Wilmot - ADP - Acer C871-C85K,Low,09/16/2022 07:53 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXHPXAA00301402A0F7600,T20220916.0036,Acer R752TN-C5J5 N4020 - 4GB/32GB - Stylus - Dual Camera,Acer R752TN-C5J5 N4020 - 4GB/32GB - Stylus - Dual Camera,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer R752TN-C5J5 - $100,Low,09/16/2022 07:55 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH93AA001922090027600,T20220916.0037,Acer R752TN-C2J5 N4000 - 4GB/32GB - Stylus,Acer R752TN-C2J5 N4000 - 4GB/32GB - Stylus,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer R752TN-C2J5 - $100,Low,09/16/2022 07:55 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXHPXAA003015032BD7600,T20220916.0038,Acer R752TN-C5J5 N4020 - 4GB/32GB - Stylus - Dual Camera,Acer R752TN-C5J5 N4020 - 4GB/32GB - Stylus - Dual Camera,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer R752TN-C5J5 - $100,Low,09/16/2022 07:55 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXGNJAA0027260CD627600,T20220916.0039,Acer R751TN Chromebook,Acer R751TN Chromebook,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer R751TN - $100,Low,09/16/2022 07:55 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXHPXAA003017089B47600,T20220916.0040,Acer R752TN-C5J5 N4020 - 4GB/32GB - Stylus - Dual Camera,Acer R752TN-C5J5 N4020 - 4GB/32GB - Stylus - Dual Camera,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer R752TN-C5J5 - $100,Low,09/16/2022 07:55 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH93AA001922090257600,T20220916.0041,Acer R752TN-C2J5 N4000 - 4GB/32GB - Stylus,Acer R752TN-C2J5 N4000 - 4GB/32GB - Stylus,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer R752TN-C2J5 - $100,Low,09/16/2022 07:55 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXGNJAA0027260E2517600,T20220916.0042,Acer R751TN Chromebook,Acer R751TN Chromebook,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer R751TN - $100,Low,09/16/2022 07:55 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXGNJAA0027260D5667600,T20220916.0043,Acer R751TN Chromebook,Acer R751TN Chromebook,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer R751TN - $100,Low,09/16/2022 07:55 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXGNJAA0027260CD4C7600,T20220916.0044,Acer R751TN Chromebook,Acer R751TN Chromebook,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer R751TN - $100,Low,09/16/2022 07:55 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH93AA001922090167600,T20220916.0045,Acer R752TN-C2J5 N4000 - 4GB/32GB - Stylus,Acer R752TN-C2J5 N4000 - 4GB/32GB - Stylus,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer R752TN-C2J5 - $100,Low,09/16/2022 07:55 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH93AA0019211D0087600,T20220916.0046,Acer R752TN-C2J5 N4000 - 4GB/32GB - Stylus,Acer R752TN-C2J5 N4000 - 4GB/32GB - Stylus,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer R752TN-C2J5 - $100,Low,09/16/2022 07:55 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXHPXAA003015032BA7600,T20220916.0047,Acer R752TN-C5J5 N4020 - 4GB/32GB - Stylus - Dual Camera,Acer R752TN-C5J5 N4020 - 4GB/32GB - Stylus - Dual Camera,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer R752TN-C5J5 - $100,Low,09/16/2022 07:55 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P207Q0R4,T20220916.0048,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Pickup,,School District of Omro,0.00,Omro - ADP - Lenovo 100e Gen 2 N4020,Low,09/16/2022 07:56 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
BKQN793,T20220916.0049,Dell 3100 N4000 2-in-1 - 4GB/32GB - Dual Camera,Dell 3100 N4000 2-in-1 - 4GB/32GB - Dual Camera,Waiting Repair,,School District of Brookfield Lagrange Park 95,0.00,Brookfield LaGrange - ADP - Dell 3100 - $100,Low,09/16/2022 07:56 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
6CPQQV2,T20220916.0050,Dell 3100 N4000 2-in-1 - 4GB/32GB - Dual Camera,Dell 3100 N4000 2-in-1 - 4GB/32GB - Dual Camera,Waiting Repair,,School District of Brookfield Lagrange Park 95,0.00,Brookfield LaGrange - ADP - Dell 3100 - $100,Low,09/16/2022 07:56 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
GL1M0X2,T20220916.0051,Dell 3100 N4000 2-in-1 - 4GB/32GB - Dual Camera,Dell 3100 N4000 2-in-1 - 4GB/32GB - Dual Camera,Waiting Repair,,School District of Brookfield Lagrange Park 95,0.00,Brookfield LaGrange - ADP - Dell 3100 - $100,Low,09/16/2022 07:56 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD9095N2F,T20220916.0052,HP Chromebook 11a G6 EE 4GB/32GB,HP Chromebook 11a G6 EE 4GB/32GB,Waiting Pickup,,School District of Waterford - High School,0.00,Waterford HS - ADP - HP 11a G6 EE - 20-21,Low,09/16/2022 07:59 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
C7T6PV2,T20220916.0053,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Waiting Pickup,,School District of Madison Metropolitan,0.00,Madison - ADP - Dell 3100 - BATT INCLUDED,Low,09/16/2022 08:00 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2P4PFQ,T20220916.0054,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Waiting Pickup,,School District of Green Bay,0.00,Green Bay - ADP - Lenovo 300e Gen 2 N4020 - $100,Low,09/16/2022 08:02 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
648SH33,T20220916.0055,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Waiting Pickup,,School District of Madison Metropolitan,0.00,Madison - ADP - Dell 3100 20-24 - BATT INCLUDED,Low,09/16/2022 08:02 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
74K28D3,T20220916.0056,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,Waiting Pickup,,School District of Tift County,0.00,Tift County - ADP - Dell 3100 - NO DED - T&L - 1 Batt Included,Low,09/16/2022 08:02 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
4K9W9FFNB00251V,T20220916.0057,Samsung 4 N4020 - 4GB/16GB,Samsung 4 N4020 - 4GB/16GB,Waiting Pickup,,School District of Beloit,0.00,Beloit - ADP - Samsung 4 - Loss & Theft - SIS,Low,09/16/2022 08:06 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
M9NXCV05T990361,T20220916.0058,Asus CX5400FMA i5-1130G7 - 16GB/256GB,Asus CX5400FMA i5-1130G7 - 16GB/256GB,Waiting Pickup,,School District of Oshkosh,0.00,Oshkosh - ADP - Asus CX5400FMA - $100,Low,09/16/2022 08:06 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD933119K,T20220916.0059,HP Chromebook 11 G7 EE 4GB/16GB,HP Chromebook 11 G7 EE 4GB/16GB,Waiting Pickup,,School District of Oconomowoc,0.00,Oconomowoc - ADP - HP 11 G7 EE,Low,09/16/2022 08:07 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2SK8ZX,T20220916.0060,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Pickup,,School District of Beloit,0.00,Beloit - ADP - Lenovo 100e G2 - SIS + Loss/Theft - Batt Included,Low,09/16/2022 08:07 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXA6UAA00111525BF17600,T20220916.0061,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Pickup,,School District of Kimberly,0.00,Kimberly - ADP - Acer C733,Low,09/16/2022 08:08 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF37C83D,T20220916.0062,Lenovo 500e Gen 2 N4120 - 8GB/64GB - No SD Reader,Lenovo 500e Gen 2 N4120 - 8GB/64GB - No SD Reader,Waiting Pickup,,School District of Maercker 60,0.00,Maercker - ADP - Lenovo 500 G2 - $100,Low,09/16/2022 08:11 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2SL26E,T20220916.0063,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Pickup,,School District of Beloit,0.00,Beloit - ADP - Lenovo 100e G2 - SIS + Loss/Theft - Batt Included,Low,09/16/2022 08:15 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2SNWY3,T20220916.0064,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Pickup,,School District of Beloit,0.00,Beloit - ADP - Lenovo 100e G2 - SIS + Loss/Theft - Batt Included,Low,09/16/2022 08:17 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA0029230282F7600,T20220916.0065,Acer C733-C37P N4000 - 4GB/32GB,Acer C733-C37P N4000 - 4GB/32GB,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer C733-C37P ,Low,09/16/2022 08:18 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA00292303ADF7600,T20220916.0066,Acer C733-C37P N4000 - 4GB/32GB,Acer C733-C37P N4000 - 4GB/32GB,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer C733-C37P ,Low,09/16/2022 08:18 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA00292028BDA7600,T20220916.0067,Acer C733-C37P N4000 - 4GB/32GB,Acer C733-C37P N4000 - 4GB/32GB,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer C733-C37P ,Low,09/16/2022 08:18 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA006124087257611,T20220916.0068,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer C733,Low,09/16/2022 08:18 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA0029230B2F17600,T20220916.0069,Acer C733-C37P N4000 - 4GB/32GB,Acer C733-C37P N4000 - 4GB/32GB,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer C733-C37P ,Low,09/16/2022 08:18 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA006038375E77611,T20220916.0070,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer C733,Low,09/16/2022 08:18 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA00603902ABC7611,T20220916.0071,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer C733,Low,09/16/2022 08:19 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA002923028217600,T20220916.0072,Acer C733-C37P N4000 - 4GB/32GB,Acer C733-C37P N4000 - 4GB/32GB,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer C733-C37P ,Low,09/16/2022 08:19 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA0061221290D7611,T20220916.0073,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer C733,Low,09/16/2022 08:19 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA00292303DFB7600,T20220916.0074,Acer C733-C37P N4000 - 4GB/32GB,Acer C733-C37P N4000 - 4GB/32GB,Waiting Repair,"Kundert, Austin (primary)",School District of Franklin,0.00,Franklin - ADP - Acer C733-C37P ,Low,09/16/2022 08:19 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8VAA006124088E47611,T20220916.0075,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer C733,Low,09/16/2022 08:19 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2SN622,T20220916.0076,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Pickup,,School District of Beloit,0.00,Beloit - ADP - Lenovo 100e G2 - SIS + Loss/Theft - Batt Included,Low,09/16/2022 08:19 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA00292303DF77600,T20220916.0077,Acer C733-C37P N4000 - 4GB/32GB,Acer C733-C37P N4000 - 4GB/32GB,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer C733-C37P ,Low,09/16/2022 08:19 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA00603902B187611,T20220916.0078,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer C733,Low,09/16/2022 08:19 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA006038379187611,T20220916.0079,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer C733,Low,09/16/2022 08:19 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA006039023527611,T20220916.0080,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer C733,Low,09/16/2022 08:19 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8WAA0030512896C7611,T20220916.0081,Acer C733T-C962 N4020 - 4GB/32GB,Acer C733T-C962 N4020 - 4GB/32GB,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer C733T - $100,Low,09/16/2022 08:19 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8WAA0031071CBA37611,T20220916.0082,Acer C733T-C962 N4020 - 4GB/32GB,Acer C733T-C962 N4020 - 4GB/32GB,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer C733T - $100,Low,09/16/2022 08:19 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXGNJAA0027260CD527600,T20220916.0083,Acer R751TN Chromebook,Acer R751TN Chromebook,Waiting Repair,,School District of Franklin,0.00,Franklin - ADP - Acer R751TN - $100,Low,09/16/2022 08:19 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
H7MRLF3,T20220916.0084,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Waiting Pickup,,School District of Muskego-Norway,0.00,Muskego - ADP - Dell 3100,Low,09/16/2022 08:19 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2SJ5HJ,T20220916.0085,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Pickup,,School District of Beloit,0.00,Beloit - ADP - Lenovo 100e G2 - SIS + Loss/Theft - Batt Included,Low,09/16/2022 08:20 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P207WPXT,T20220916.0086,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Waiting Pickup,,School District of Bradley Bourbonnais 307,0.00,Bradley - ADP - Lenovo 100e G2 MTK,Low,09/16/2022 08:22 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P209J7NK,T20220916.0087,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Pickup,,School District of Muskego-Norway,0.00,Muskego - ADP - Lenovo 100e,Low,09/16/2022 08:24 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2SHECW,T20220916.0088,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Pickup,,School District of Beloit,0.00,Beloit - ADP - Lenovo 100e G2 - SIS + Loss/Theft - Batt Included,Low,09/16/2022 08:30 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXA6UAA00112409CF67600,T20220916.0089,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Pickup,,School District of Sheboygan,0.00,Sheboygan - ADP - Acer C722,Low,09/16/2022 08:30 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXATTAA00114111E6D7611,T20220916.0090,Acer C733T-C6Z6 N4020 - 4GB/32GB - nSDR,Acer C733T-C6Z6 N4020 - 4GB/32GB - nSDR,Waiting Pickup,,School District of Menasha,0.00,Menasha - ADP - Acer C733T - $100,Low,09/16/2022 08:32 AM,09/29/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
